No of Steps(n),No of Experiments,Mean Distance (d),
5,25,2.00
10,25,2.77
15,25,4.13
20,25,3.98
25,25,4.53
30,25,4.82
35,25,5.09
40,25,5.60
45,25,5.29
50,25,6.08
55,25,8.36
60,25,5.75
65,25,7.10
70,25,6.90
75,25,9.74
80,25,7.65
85,25,5.55
90,25,8.18
95,25,9.35
100,25,9.18
